Horodateur,Score,Quel type de baccalauréat avez-vous obtenu?,Dans quelles disciplines avez-vous décidé de vous spécialiser lors de votre cursus de baccalauréat (vos spécialités) ?,Dans quelles matières  vous sentez-vous le plus compétent ?,Quelle a été votre mention au baccalauréat?,Quelle filière d'études avez-vous décidé de poursuivre à l'université ou dans l'enseignement supérieur ?,"Avez-vous eu une préférence pour des études :
",Quels domaines d'études ou de formation universitaire avez-vous choisi de poursuivre ?,Avez-vous eu une préférence pour :,Dans quel pays avez-vous passé le baccalauréat?,Quels secteurs professionnels suscitent votre intérêt ou correspondent à votre domaine d'activité actuel ?,Quel était votre tranche d'âge au moment de l'obtention votre bac?,Quel est votre genre ?,"Question optionnelle:

Quelles sont vos qualités personnelles?","Question optionnelle:
 Avez-vous des loisirs, des hobbies ou des activités extra-scolaires qui vous passionnent ?","Question optionnelle:

Quelle a été la manière dont vous avez découvert ou choisi votre orientation académique ou votre domaine d'études ?",Quel est votre Niveau d'étude ?,Quels sont vos centres d'intérêt principaux?,Quel est votre pays de résidence?,Êtes-vous plus à l'aise avec des cours en :,"Question optionnelle:
Pouvez-vous formuler une remarque ou avez-vous quelque chose à ajouter ?",Quelle est l'année d'obtention de votre bac?,Êtes-vous content de la filière que vous avez choisie ?,Adresse e-mail,Dans quel établissement d'enseignement supérieur poursuivez-vous actuellement vos études ou avez-vous suivi votre formation ?
29/09/2023 23:37:07,,Economie et Sociale (équivalent),Mathématiques,"Mathématiques, Physique-chimie (PC), Histoire - Géographie, Sciences économiques et sociales",Passable,informatique,Longues (>= master),Sciences et technologies,Université,France ,"La banque, commerce,aéronautique ",12-17,Masculin,Bienveillant ,,Choix personnel ,Master,"Sport et Fitness, Voyages",France ,présentiel,,2018,Oui,,Université Toulouse Capitole 
29/09/2023 18:57:09,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC)","Mathématiques, Physique-chimie (PC)",Assez-bien,mathématiques et informatique ,Longues (>= master),Sciences et technologies,Université,Niger,Domaine de la data ,12-17,Féminin,"Organiser, rigoureuse , déterminée ",,Via Campus France ,Master,"Sport et Fitness, Technologie et Informatique, Cuisine et Gastronomie",France ,présentiel,,2020,Oui,,Polytech Lille 
29/09/2023 11:27:32,,Littéraire (équivalent),"Humanités, littérature et philosophie",Langues étrangères,Passable,santer,Courtes ( < master),Environnement et Durabilité,Université,Niger,,18-21,Féminin,Informatique,,,Bac,Santé et Bien-être,Belgique ,ligne,,2019,Oui,,
28/09/2023 23:18:54,,Scientifique (équivalent),Numériques et sciences informatiques,Sciences de la vie et de la Terre (SVT),Assez-bien,Comptabilité et gestion ,Longues (>= master),Economie et gestion,Université,Togo,"Comptabilité, finance, audit",18-21,Masculin,"Enthousiaste, timide, généreux, sociable... ",,Par proposition ,Licence,"Sciences, Arts, Sport et Fitness, Technologie et Informatique, Nature et Environnement, Cinema",Togo,présentiel,L'orientation académique peut dépendre parfois de l'entourage et de la famille ,2016,Oui,,École Supérieure des Affaires (ESA) 
28/09/2023 20:17:01,,Scientifique (équivalent),Sciences économiques et sociales,"Mathématiques, Sciences économiques et sociales, ",Assez-bien,Économie ,Longues (>= master),Economie et gestion,Université,Niger,Data,12-17,Féminin,,,,Master,"Nature et Environnement, Cuisine et Gastronomie, Voyages, Histoire et Archéologie, Musique, Philanthropie et Bénévolat, Photographie, Théâtre et arts de la scène",France ,présentiel,Questionnaire trop long ,2018,Oui,,Université de Lille 
28/09/2023 18:52:59,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Bien,Informatique électronique ,Courtes ( < master),Informatique électronique ,Ecole privée,Togo,,18-21,Masculin,Humour ,,Volonté ,Bac,"Sciences, Technologie et Informatique, Musique, Ingénierie",Tunisie ,présentiel,,2022,Oui,,Polytech INTL de Tunis 
28/09/2023 17:37:05,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC)",Mathématiques,Passable,SIAD,Longues (>= master),Economie et gestion,classe préparatoire,Sénégal,"Banque, E-commerce, Immobilier",18-21,Masculin,"Persévérance, Rigueur",,Beaucoup de membre de ma famille ont fait la meme formation et en plus elle correspondait à ce que je recherchais.,Master,"Sciences, Technologie et Informatique, Musique, Photographie, Cinema",France,présentiel,,2018,Oui,,Cité Scientifique Villeneuve D'Ascq
28/09/2023 13:43:51,,Scientifique (équivalent),Numériques et sciences informatiques,Sciences numériques et technologie,Passable,Maths informatique,Longues (>= master),Sciences et technologies,Université,Togo,Développeurs / programmeur,18-21,Masculin,,,,Doctorat,"Sciences, Sport et Fitness, Technologie et Informatique, Voyages, Science politique et Affaires publiques, Ingénierie",Niger,hybrides,,2019,Oui,,Université de Niamey
28/09/2023 13:07:01,,Scientifique (équivalent),Mathématiques,"Mathématiques, Physique-chimie (PC)",Passable,Mathématiques ,Longues (>= master),Sciences et technologies,classe préparatoire,Niger,Traitements de données ,18-21,Masculin,Compassion et générosité ,,Je me sentais à l'aise en maths après je me suis dis pourquoi pas une licence apres pourquoi pas un master,Master,"Sciences, Arts, Sport et Fitness, Technologie et Informatique, Histoire et Archéologie, Musique",France ,présentiel,,2018,Oui,,Université de Lille 
28/09/2023 13:06:09,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Mathématiques, Physique-chimie (PC)",Bien,Électronique et télécommunications ,Longues (>= master),Sciences et technologies,Université,Niger ,Nanotechnologies ,18-21,Masculin,,,,Doctorat,"Sciences, Technologie et Informatique, Nature et Environnement, Ingénierie",France ,présentiel,,2014,Oui,,Université de Limoges 
28/09/2023 09:18:01,,Scientifique (équivalent),Sciences de l'ingénieur,"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Assez-bien,genie electrique,Longues (>= master),Sciences et technologies,Université,Niger ,Technique ,18-21,Masculin,,,,Master,Sciences,France ,présentiel,,2015,Oui,,
28/09/2023 07:56:02,,Scientifique (équivalent),Sciences de l'ingénieur,"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Bien,Anesthésie réanimation ,Longues (>= master),Sciences et technologies,Université,Togo,,12-17,Masculin,Sciences ,,Grâce à mon grand frère ,Bac,Santé et Bien-être,Togo ,présentiel,Il faut qu'on commence l'orientation des élèves depuis le CEG,2021-2022,Oui,,ENAM Lomé 
27/09/2023 22:25:01,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Sciences de la vie et de la Terre (SVT), Histoire - Géographie",Assez-bien,management des organisations ,Courtes ( < master),Economie et gestion,Ecole privée,Togo,,18-21,Féminin,,,,Licence,"Voyages, ",Togo,présentiel,,2022,Oui,,ESAM
27/09/2023 22:24:23,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Passable,Enam Togo,Longues (>= master),Sciences de la vie et de la santé,classe préparatoire,république du Togo,l'infirmerie,18-21,Féminin,"Courageuse, déterminante , patiente, pitier des autres ,aidante si possible , conseillère de beaucoup de personne, aimable , gentil et attirante.",,"J'aime beaucoup la médecine depuis mon enfance , être de leur tenu de travaille c'est mon rêve",Bac,"Sciences, Voyages, Santé et Bien-être",Togo,présentiel,"Non , merci pour votre aide et sans vous mentir vos questionnaires mon rendu heureuse car j'aime beaucoup parler de la medecine 
Merci et je compte sur vous pour une excellente suite.",2021-2022,Oui,,je viens de passer le concour cette annee sa n'a pas été le cas l'annee passer en defaut des dossier à fournir
27/09/2023 22:09:28,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC)","Communication et rédaction, Education Civique et Morale",Passable,MIASHS,Longues (>= master),Sciences et technologies,Université,Sénégal,Data Analyst,18-21,Masculin,,,Je voulais faire tout ce qui est Mathématiques et Physique Chimie,Master,"Sciences, Technologie et Informatique, Manga",France ,présentiel,,2015,Oui,,Université de Lille
27/09/2023 21:56:50,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Mathématiques, Histoire - Géographie",Assez-bien,Médecine,Courtes ( < master),Sciences de la vie et de la santé,Ecole privée,TOGO ,,18-21,Féminin,,,SVT,Bac,"Sciences, Technologie et Informatique, Cuisine et Gastronomie",TOGO ,présentiel,,2022,Oui,,ENAM
27/09/2023 19:23:21,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Mathématiques, Français",Passable,administration economique et sociale et un bachelor dans les metiers du livre,Longues (>= master),Sciences humaines et sociales,Université,Niger,Édition/librairie ,12-17,Féminin,"Attentionnée, serviable ",,"Sur le tas au fil des ans, en découvrant les contenus des cours et les métiers débouchés ",Licence,"Cuisine et Gastronomie, Voyages, Livre",France,présentiel,C'est un peu compliqué de répondre à la question de ses qualités,2019,Oui,,Université/école 
27/09/2023 19:20:43,,Littéraire (équivalent),"Physique-chimie (PC), Sciences de la vie et de la Terre (SVT), Histoire-géographie, Langues, littératures et cultures étrangères","Sciences de la vie et de la Terre (SVT), Histoire - Géographie, Langues étrangères",Passable,infirmerie,Longues (>= master),Sciences de la vie et de la santé,Ecole privée,togo,sante,18-21,Féminin,aidez les autres😇,,a l aide d une amie,Bac,Santé et Bien-être,togo,présentiel,non,2023,Oui,,Enam
27/09/2023 16:04:03,,STMG (Sciences Technologies du management et de la Gestion ,Marketing et Gestion ,"Communication et rédaction, Marketing et communication ",Passable,Changez votre question elle est trop répétitive ,Longues (>= master),Marketing et communication ,Ecole de commerce,Togo -Lomé ,,22-25,Féminin,,,,Master,"Photographie, Cinema, Marketing et communication ",France ,ligne,,2018,Oui,,Iscod 
27/09/2023 15:18:27,,Littéraire (équivalent),"Physique-chimie (PC), Histoire-géographie, Humanités, littérature et philosophie, Langues, littératures et cultures étrangères, Littérature, langues et culture de l'Antiquité","Physique-chimie (PC), Philosophie, Histoire - Géographie, Français, Education Civique et Morale",Assez-bien,Langues,Courtes ( < master),"Lettres, langues et art",Ecole de commerce,Togo,,18-21,Masculin,Business ,,,Bac,"Technologie et Informatique, Voyages",Togo,présentiel,Néant ,2020,Oui,,Université de Lomé 
27/09/2023 14:51:04,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Très-bien,Miashs,Longues (>= master),Sciences et technologies,Université,Niger,,18-21,Féminin,,,,Master,"Sciences, Voyages, Cinema",,hybrides,,2020,Oui,,
27/09/2023 11:51:16,,Littéraire (équivalent),"Langues, littératures et cultures étrangères",Langues étrangères,Passable,commerce,Courtes ( < master),Economie et gestion,Université,Togo,,18-21,Féminin,Humilité ,,,Licence,Cuisine et Gastronomie,Togo,présentiel,,2018,Non,,ESIG global success
27/09/2023 11:32:02,,Technique (équivalent),Ressources humaines ,"Histoire - Géographie, Français, Communication et rédaction",Assez-bien,Management / Ressources humaine ,Longues (>= master),Ressources humaines ,Université,Étranger ,,18-21,Masculin,,,Instinct et continuité de la spécialisation au lycée ,Master,"Sport et Fitness, Nature et Environnement, Cuisine et Gastronomie, Voyages, Musique, Photographie",France ,hybrides,"Certaines questions sont répétitives, l’un a la suite de l’autre. Oublie de choix dans les établissements supérieur proposés et les préférences ( École de commerce).  Bon courage ",2018,Oui,,École de commerce 
27/09/2023 11:17:40,,Economie et Sociale (équivalent),Mathématiques,"Mathématiques, Sciences économiques et sociales",Passable,MIASHS,Longues (>= master),Sciences et technologies,Université,France ,,22-25,Masculin,"Curieux, patient, autonome ",,Par hasard ,Master,"Sciences, Technologie et Informatique, Voyages, Photographie, Cinema",France ,présentiel,RAS,2018,Oui,,Université de Lille 
27/09/2023 03:18:19,,Economie et Sociale (équivalent),Mathématiques,"Mathématiques, Sciences numériques et technologie",Passable,MIASHS ,Longues (>= master),Sciences et technologies,Université,France,,22-25,Masculin,"Curieux, patient, autonome, motivé ",,Par hasard ,Master,"Sciences, Sport et Fitness, Technologie et Informatique, Voyages, Cinema",France ,présentiel,RAS,2018,Oui,,
26/09/2023 22:26:53,,Scientifique (équivalent),Mathématiques,Sciences économiques et sociales,Passable,Systèmes d'informations ,Longues (>= master),Sciences humaines et sociales,Université,Senegal,Data,18-21,Féminin,Débrouillarde et courageuse ,,Par des amis ,Master,"Nature et Environnement, Voyages, Photographie, Santé et Bien-être, Cinema",France,présentiel,,2019,Oui,,
26/09/2023 19:49:03,,Scientifique (équivalent),"Mathématiques, Sciences économiques et sociales","Mathématiques, Sciences numériques et technologie",Passable,MASHS (Mathematiques et informatiques appliquées aux sciences humaines et sociales),Longues (>= master),Sciences et technologies,Université,France,La DATA,22-25,Masculin,"Curieux, patient, autonome ",,Par hasard ,Master,"Sciences, Technologie et Informatique, Voyages, Photographie, Cinema",,présentiel,RAS,2018,Oui,,
23/11/2023 14:05:54,,Scientifique (équivalent),Sciences de la vie et de la Terre (SVT),"Histoire - Géographie, Éducation physique et sportive",Passable,filiere de mathématique et informatique appliqué au science humaine et social ,Longues (>= master),mathématique et informatique ,Université,France,"devenir data analyst, data scientist",22-25,Masculin,"calme, joyeux, drole ",,sur un coup de tête ,Master,"Sport et Fitness, Voyages",France,présentiel,,2019,Oui,,université de Lille 
24/11/2023 12:28:32,,Scientifique (équivalent),Mathématiques,"Mathématiques, Sciences de la vie et de la Terre (SVT), Éducation physique et sportive",Bien,informatique,Courtes ( < master),Sciences humaines et sociales,Ecole privée,algérie,,18-21,Féminin,gentille,,campus france ,Master,"Sport et Fitness, Cuisine et Gastronomie, Voyages",france,présentiel,,2016,Oui,,lille
24/11/2023 19:50:26,,Littéraire (équivalent),"Sciences économiques et sociales, Histoire-géographie ( HGGSP ), Humanités, littérature et philosophie","Histoire - Géographie, Français, Sciences politiques, Education Civique et Morale",Passable,Musique /musicologie ,Longues (>= master),"Lettres, langues et art",Université,France ,,18-21,Féminin,,,,Licence,"Arts, Histoire et Archéologie, Musique, Théâtre et arts de la scène, Cinema",France ,présentiel,,2023,Oui,,Université LILLE 3 
24/11/2023 19:56:19,,Littéraire (équivalent),"Mathématiques, Sciences économiques et sociales, Littératures et cultures étrangères",Anglais (mais que l'anglais pas les langues en général),Passable,LLCE anglais,Longues (>= master),"Lettres, langues et art",Université,France,Traduction,18-21,Féminin,,,"Je voulais partir en psychologie je n'ai pas été prise, LLCE c'était mon 2ème choix je me suis laissée porté et j'aime bien",Bac,"Sciences, Arts, Voyages, Musique, Jeux vidéos",France,présentiel,La catégorie de l'âge du bac est assez bizarre vu que la majorité des gens l'ont eu a 18 ans ça fait une grosse portion de 18-21 ans alors que l'écrasante majorité c'est 17 ans. Après ça dépend dans quel sens va votre projet évidemment,2021,Oui,,Pont de bois Villeneuve d'Ascq
24/11/2023 20:02:29,,Littéraire (équivalent),"Mathématiques, Histoire-géographie ( HGGSP ), Arts","Histoire - Géographie, Art, Sciences politiques",Très-bien,Musicologie ,Longues (>= master),Art,Université,France,,18-21,Masculin,,,,Bac,"Arts, Musique",France,présentiel,,2023,Oui,,Université de Lille 
24/11/2023 20:04:40,,Littéraire (équivalent),"Arts, Littérature et philosophie",Langues étrangères,Bien,Musique,Longues (>= master),"Lettres, langues et art",Université,France,Musique / Éducation ,18-21,Féminin,,,,Licence,"Arts, Cuisine et Gastronomie, Voyages, Musique, Théâtre et arts de la scène, Cinema",France,présentiel,,2021,Oui,,Lille Campus Pont de Bois 
24/11/2023 20:10:27,,Littéraire (équivalent),"Mathématiques, Physique-chimie (PC), Littératures et cultures étrangères","Art, Langues étrangères",Bien,Cinéma ,Longues (>= master),Art,Université,France,Cinéma ,12-17,Féminin,Aucune,,Je sais plus ,Licence,"Arts, Cinema",France ,présentiel,J'ai pas envie de vivre dans ce monde de merde ,2021,Oui,,Université de Lille
24/11/2023 20:15:38,,Littéraire (équivalent),"Mathématiques, Humanités, littérature et philosophie, Littératures et cultures étrangères","Mathématiques, Langues étrangères",Très-bien,Llcer Anglais ,Longues (>= master),"Lettres, langues et art",Université,France,Localisation ,12-17,Masculin,"Franc, indépendant et discret ",,J'ai découvert League of Legends et j'ai voulu faire partie de l'équipe de traduction ,Licence,"Arts, Technologie et Informatique, Musique, Mode et Design, Lecture et jeux vidéos",France,présentiel,"Il serait peut être temps de comprendre que le genre c'est pas juste ""masculin"" ou ""féminin"", ça devient usant.",2020,Oui,,Université de Lille 
24/11/2023 20:16:36,,Littéraire (équivalent),"Humanités, littérature et philosophie, Littératures et cultures étrangères",Langues étrangères,Bien,Etudes cinématographiques,Courtes ( < master),Art,Université,France,Scénarisme,18-21,Féminin,,,Parcoursup et forum de l’orientation ,Licence,Cinema,France,présentiel,,2021,Oui,,Université de Lille 3
24/11/2023 20:30:13,,Littéraire (équivalent),"Arts, Littératures et cultures étrangères","Physique-chimie (PC), Histoire - Géographie, Art, Français, Langues étrangères",Honorable,études cinématographiques (département art),Longues (>= master),"Lettres, langues et art",Université,France,"Arts, culture",12-17,Masculin,Je sais très bien éplucher les patates.,,Via parcoursup,Bac,"Arts, Voyages, Histoire et Archéologie, Musique, Mode et Design, Cinema",France,présentiel,,2021,Oui,,Université de Lille
24/11/2023 21:07:27,,Littéraire (équivalent),"Histoire-géographie ( HGGSP ), Humanités, littérature et philosophie, Arts","Philosophie, Histoire - Géographie, Art, Français, Langues étrangères, Sciences politiques, Anglais",Bien,Licence d'études cinématographiques,Longues (>= master),Art,Université,France,la recherche et l'enseignement,12-17,Masculin,,,"Je voulais faire du cinéma depuis longtemps, j'ai fais des recherches sur internet et ai décidé de prendre un cursus plus théorique que pratique, ce que correspond à ce qui m'apporte le plus de plaisir.",Bac,"Arts, Histoire et Archéologie, Musique, Science politique et Affaires publiques, Cinema",France,présentiel,,2021,Oui,,Université de Lille
25/11/2023 14:14:42,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Mathématiques, Sciences numériques et technologie",Bien,Licence et Master Informatique ,Longues (>= master),Sciences et technologies,Université,-,,18-21,Féminin,,,,Master,"Technologie et Informatique, Science politique et Affaires publiques, Entrepreneuriat ",France,hybrides,,2019,Oui,,Université de Lille
25/11/2023 20:08:53,,Littéraire (équivalent),"Numériques et sciences informatiques, Littératures et cultures étrangères",Langues étrangères,Assez-bien,LLCER Anglais,Longues (>= master),"Lettres, langues et art",Université,France,Audiovisuel,18-21,Masculin,,,Parcoursup,Licence,"Arts, Musique, Photographie, Cinema",France,hybrides,,2021,Non,,Université de Lille
26/11/2023 18:49:16,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC)","Mathématiques, Physique-chimie (PC)",Assez-bien,physique,Longues (>= master),Sciences de la matière,Grande école / école d'ingénieure,Niger,recherche et développement,18-21,Masculin,,,,Doctorat,"Sciences, Technologie et Informatique, Science politique et Affaires publiques, Ingénierie",France,présentiel,,2013,Oui,,Université Claude Bernard Lyon 1
26/11/2023 21:24:38,,Scientifique (équivalent),Physique-chimie (PC),Mathématiques,Très-bien,miage,Longues (>= master),Informatique ,Université,Maroc ,Gestion des entreprises ,18-21,Féminin,Bac +4,,Programmation ,Master,Technologie et Informatique,,présentiel,,2019,Oui,,Université de lille
27/11/2023 06:13:07,,Professionnel,Technicien de laboratoire ,Sciences de la vie et de la Terre (SVT),Bien,Nutrition ,Longues (>= master),Sciences humaines et sociales,Ecole privée,Niger ,Management agroalimentaire ,18-21,Masculin,"Généreux, persévérant, esprit d'équipe ",,Passionné de l'industrie alimentaire ,Master,"Sport et Fitness, Voyages",France ,présentiel,,2010,Oui,,Institut de haute école de droit rural et d'économie agricole 
27/11/2023 15:10:27,,Scientifique (équivalent),"Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Sciences de la vie et de la Terre (SVT),Assez-bien,Licence sciences sanitaires et sociales ,Longues (>= master),Sciences de la vie et de la santé,Université,France,,18-21,Féminin,,,,Licence,"Voyages, Santé et Bien-être",France,présentiel,,2020,Oui,,
27/11/2023 17:33:41,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC)",Physique-chimie (PC),Bien,scientifique ,Courtes ( < master),Sciences et technologies,Université,Mauritanie ,Ingénierie ,12-17,Féminin,"Gentille, aimable, organisee",,Parcoursup ,Licence,Sciences,Mauritanie ,présentiel,,2022,Oui,,Université de Lille
27/11/2023 17:35:43,,Scientifique (équivalent),Mathématiques,Mathématiques,Assez-bien,Math physique chimie SI,Longues (>= master),Sciences et technologies,Université,France,Je ne sais pas,18-21,Masculin,"Souriant , ingenieux , créatif ",,,Licence,"Sciences, Arts, Histoire et Archéologie, Musique, Cinema, Jeu de role",France,présentiel,,2020,Oui,,Lille cité scientifique 
27/11/2023 17:37:27,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC)",Physique-chimie (PC),Bien,MPCSI,Longues (>= master),Sciences et technologies,Université,France,Astronomie ,18-21,Masculin,"Perseverant, motivé et beau ",,,Bac,"Sciences, Sport et Fitness, Technologie et Informatique, Musique",France,présentiel,,2023,Oui,,Université de lille
27/11/2023 17:39:40,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de l'ingénieur","Mathématiques, Physique-chimie (PC)",Assez-bien,Astronomie ,Courtes ( < master),Sciences et technologies,Université,Sénégal ,,18-21,Masculin,Restaurant ,,Je l'ai choisi ,Licence,"Sciences, Sport et Fitness",Sénégal ,présentiel,,2022,Oui,,Université de Lille 
27/11/2023 19:42:34,,Economie et Sociale (équivalent),Sciences économiques et sociales,"Mathématiques, Sciences économiques et sociales, Communication et rédaction",Bien,"organisation , controle , gestion ",Longues (>= master),Economie et gestion,Université,Maroc,Ressources humaines ,12-17,Féminin,Rigoureuse ,,,Licence,Sciences,France ,hybrides,,2020,Non,,Université de Lille 
27/11/2023 19:43:02,,Economie et Sociale (équivalent),Sciences économiques et sociales,"Éducation physique et sportive, Langues étrangères, Anglais",Très-bien,économie et management ,Longues (>= master),Economie et gestion,Ecole de commerce,maroc ,Finance,18-21,Féminin,Discipline et persévérance ,,Famille,Licence,"Sport et Fitness, Voyages, Musique, Santé et Bien-être",France,présentiel,,2022,Oui,,Faculté d'économie et gestion de Lille
27/11/2023 20:04:27,,Littéraire (équivalent),Sciences économiques et sociales,"Sciences économiques et sociales, Langues étrangères, Sciences politiques, Education Civique et Morale, Anglais",Bien,Economie et Management Inernationale,Longues (>= master),Economie et gestion,Université,France,L'étranger,22-25,Masculin,,,,Licence,"Technologie et Informatique, Voyages, Mode et Design, Science politique et Affaires publiques, Cinema",France,présentiel,,2021,Oui,,Université de Lille
27/11/2023 20:48:37,,Littéraire (équivalent),"Littérature et philosophie, LANGUES","Sciences de la vie et de la Terre (SVT), Art",Passable,Arts plastiques ,Courtes ( < master),Art,Grande école / école d'ingénieure,France,Musée ou auxiliaire vétérinaire ,18-21,Féminin,"Bienveillante, souriante, chaleureuse et altruisme ",,Parcoursup ,Licence,"Arts, Voyages, Musique, Photographie",France ,présentiel,,2020,Oui,,Lille pont de bois
28/11/2023 09:49:27,,Scientifique (équivalent),"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Sciences de la vie et de la Terre (SVT), Français",Assez-bien,Biologie,Longues (>= master),Sciences et technologies,Université,france,je ne sais pas,18-21,Féminin,,,,Bac,"Sciences, Nature et Environnement, Cuisine et Gastronomie, Voyages, Santé et Bien-être",france ,hybrides,,2022,Non,,université de lille
28/11/2023 09:49:30,,Scientifique (équivalent),"Mathématiques, Sciences économiques et sociales, Sciences de la vie et de la Terre (SVT)",Sciences de la vie et de la Terre (SVT),Bien,medecine ,Longues (>= master),Médecine ,Université,France ,Médical ,12-17,Masculin,,,,Licence,"Voyages, Musique, Photographie, Santé et Bien-être",France ,hybrides,,2022,Oui,,Université de Lille 
28/11/2023 10:02:40,,Littéraire (équivalent),LANGUES,Mathématiques,Passable,Sociologie ,Longues (>= master),Sciences humaines et sociales,Université,Sénégal ,Ressources humaines ,12-17,Féminin,La lecture ,,Par campus France ,Licence,Sciences,France,présentiel,Non merci ,2022,Oui,,Université de Lille 
28/11/2023 10:08:58,,Scientifique (équivalent),Sciences économiques et sociales,Sciences économiques et sociales,Passable,Economie appliquée,Courtes ( < master),Economie et gestion,Université,Sénégal ,Banque,18-21,Féminin,,,,Master,"Sport et Fitness, Voyages, Santé et Bien-être",,présentiel,,2018,Oui,,
28/11/2023 10:09:55,,Littéraire (équivalent),Sciences économiques et sociales,Sciences économiques et sociales,Passable,Jsp,Longues (>= master),Economie et gestion,Université,Bénin ,Marketing ou management ,12-17,Féminin,,,,Bac,Musique,France ,présentiel,,2022,Oui,,Université de Lille 
28/11/2023 10:12:58,,Economie et Sociale (équivalent),"Mathématiques, Sciences économiques et sociales, Humanités, littérature et philosophie",Sciences économiques et sociales,Assez-bien,geographie et amenagement,Longues (>= master),Sciences humaines et sociales,Université,France,Urbanisme ,12-17,Masculin,Gentil,,Internet ,Bac,"Sciences, Arts, Sport et Fitness, Nature et Environnement, Cuisine et Gastronomie, Musique, Mode et Design, Théâtre et arts de la scène, Cinema",France,présentiel,,2023,Oui,,FASEST
28/11/2023 10:14:13,,Scientifique (équivalent),"Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)","Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Très-bien,Sciences de la Vie - BCP,Longues (>= master),Sciences de la vie et de la santé,Université,Suisse,Recherche,18-21,Féminin,,,,Bachelor,"Sciences, Arts, Voyages, Histoire et Archéologie, Musique, Philanthropie et Bénévolat, Santé et Bien-être",France,présentiel,,2018,Oui,,
28/11/2023 10:18:05,,Scientifique (équivalent),"Mathématiques, Sciences de la vie et de la Terre (SVT)","Sciences de la vie et de la Terre (SVT), Art",Très-bien,sciences de la vie,Longues (>= master),Sciences de la vie et de la santé,Université,France,Recherche,18-21,Féminin,Je suis très drôle,,Parcoursup,Licence,"Sciences, Arts, Musique, Santé et Bien-être",France,présentiel,L’approche des partiels me donne envie de mourir :),2021,Oui,,Université de Lille 1
28/11/2023 10:19:29,,Economie et Sociale (équivalent),"Mathématiques, Sciences économiques et sociales, Histoire-géographie ( HGGSP )","Mathématiques, Sciences économiques et sociales",Assez-bien,economie et management ,Longues (>= master),Economie et gestion,Université,Sénégal ,Immobilier ,12-17,Féminin,,,,Bac,"Cuisine et Gastronomie, Voyages, Musique",France ,présentiel,,2023,Oui,,Université de Lille 
28/11/2023 10:21:32,,Economie et Sociale (équivalent),"Mathématiques, Sciences économiques et sociales, Histoire-géographie ( HGGSP )","Histoire - Géographie, Sciences économiques et sociales",Bien,licence eco gestion ,Courtes ( < master),Economie et gestion,Université,France ,Ressources humaines ,18-21,Féminin,A l’écoute ,,,Bac,"Sport et Fitness, Musique",France ,présentiel,,2023,Oui,,Fasest
28/11/2023 10:26:51,,Scientifique (équivalent),MÉCANIQUE,"Mathématiques, Sciences numériques et technologie",Assez-bien,mécanique,Longues (>= master),Droit et sciences politiques,Grande école / école d'ingénieure,Niger,Entreprise de la Biotech,22-25,Féminin,"Empathique, Organisée,Joviale",,La curiosité ,Licence,"Sport et Fitness, Science politique et Affaires publiques, Ingénierie",France,hybrides,Rien à ajouter,2021,Oui,,Université de Lille
28/11/2023 10:35:53,,Scientifique (équivalent),Chimie ,Mathématiques,Bien,But chimie ,Courtes ( < master),Sciences et technologies,BUT,France ,Je sais pas encore ,12-17,Féminin,,,,But,"Sciences, Sport et Fitness, Musique",,présentiel,,2023,Oui,,
